adNumber,price,city,adType,model,subModel,productionDate,km,hand,createdAt,updatedAt,rebouncedAt,listingType,number_of_years,km_per_year,description,link,make,hp
89649851,190000,אשקלון,commercial,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2024-04-01,2860,1,2025-03-17,2025-03-26,2025-03-26,commercial,0.9828884325804244,2909.79,"רכב חשמלי מלא, יד ראשונה בעלות פרטית. רכב במצב חדש, נסע פחות מ3,000 ק""מ.
",https://www.yad2.co.il/vehicles/item/6uj5gud9,טויוטה,218
64040615,199000,באר שבע,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2024-06-01,9100,1,2025-03-13,2025-03-26,2025-03-26,commercial,0.8158795345653662,11153.61,"טויוטה BZ4X Motion 2024  חשמלית מלאה

יד 2 פרטית
טווח נסיעה 510 קמ
מנוע חשמלי עם 204 כס
שנת 2024

רכב מתקדם, חסכוני ואמין.
לפרטים נוספים ותיאום נסיעה פנו בפרטי",https://www.yad2.co.il/vehicles/item/7m510imw,טויוטה,204
87467239,214900,ירושלים,commercial,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2024-05-01,3000,1,2025-02-11,2025-03-26,2025-03-26,commercial,0.9007529089664613,3330.55,"טויוטה BZ4X חשמלית רמת גימור VISION תלת פאזי, חישוקי מגנזיום, מערכת מולטימדיה ענקית, חיישני רוורס, הרכב מטופל בסוכנות טויוטה זמיר בירושלים, מתחייב בבדיקה מנוע גיר שילדה, אחריות לשנתיים , אפשרות לטרייד אין עתידי ולמימון.",https://www.yad2.co.il/vehicles/item/u8ybb80s,טויוטה,218
89607222,196999,קדימה צורן,commercial,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2024-06-01,0,1,2025-03-21,2025-03-26,2025-03-26,commercial,0.8158795345653662,0.0,"טויוטה, bZ4X, בצבע לבן שנהב, שנת 2024, 0 ק""מ 4X4",https://www.yad2.co.il/vehicles/item/lxetgnqr,טויוטה,218
81696718,214900,ירושלים,commercial,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2024-05-01,3000,1,2025-02-11,2025-03-26,2025-03-26,commercial,0.9007529089664613,3330.55,"טויוטה BZ4X חשמלית רמת גימור VISION תלת פאזי, חישוקי מגנזיום, מערכת מולטימדיה ענקית, חיישני רוורס, הרכב מטופל בסוכנות טויוטה זמיר בירושלים, מתחייב בבדיקה מנוע גיר שילדה, אחריות לשנתיים , אפשרות לטרייד אין עתידי ולמימון.",https://www.yad2.co.il/vehicles/item/1ei53hfv,טויוטה,218
61133228,175000,קרית עקרון,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-06-01,57000,1,2025-02-18,2025-03-26,2025-03-26,commercial,1.8179329226557153,31354.29,טויוטה דגם MOTION מפואר כולל ריפודי עור משולב חשמליים כולל חימום מושבים פנסי לד וקסנון כוונון דוושות לוח שעונים קוקפיט מפתח חכם פתיחה סגירה והנעה ללא מפתח מצלמות היקפיות שליטה מלאה מגלגל ההגה כל מערכות הבטיחות המתקדמות מערכת שמע משודרגת רכב מטופל רק במורשה טויוטה ועוד אפשרות 100 אחוז מימון ואפשרות החלפה לא בשבת!,https://www.yad2.co.il/vehicles/item/jnbdl3jr,טויוטה,204
63934543,0,נתניה,commercial,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2024-03-01,6363,1,2025-02-19,2025-03-26,2025-03-26,commercial,1.0677618069815196,5959.19,"לקוח toyota select תהנה מאחריות היבואן ברכבים מסוג בנזין ומסוג היברידי האחריות למשך שנתיים לפי המוצג בהסכם תוקף האחריות מיום העברת הבעלות/מתום תקופת אחריות היצר
",https://www.yad2.co.il/vehicles/item/xwo4fnr0,טויוטה,218
72510832,0,עכו,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-08-01,13000,1,2024-08-30,2025-03-26,2025-03-26,commercial,1.6509240246406571,7874.38,רכב שמור במצב חדש מפוצץ תוספות יד 00 בקושי נסע ללא תאונות או תיקוני צבע ממש חדשששש,https://www.yad2.co.il/vehicles/item/1qlp4gb8,טויוטה,204
89477501,230000,חדרה,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2024-01-01,0,0,2024-02-28,2025-03-26,2025-03-26,commercial,1.2320328542094456,0.0,BZ4X ייבוא מקביל הלקוח יירשם יד 00 פרטי קיימת במגוון רמות גימור אספקה מהירה מלאי מוגבל!!! אפשרות למימון מלא וטרייד אין זמין שלם וסע! KM-MOTORS מנאי 7 חדרה,https://www.yad2.co.il/vehicles/item/9se1nq3n,טויוטה,204
32102213,204500,,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2024-06-01,9100,2,2025-03-12,2025-03-26,2025-03-26,commercial,0.8158795345653662,11153.61,"טווח 502 ק""מ",https://www.yad2.co.il/vehicles/item/nbho36xo,טויוטה,204
48651115,185000,רחובות,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2022-12-01,17000,0,2023-03-26,2025-03-26,2025-03-26,commercial,2.316221765913758,7339.54,"החשמלית החדשה של טויוטה BZ4X
 הרכב שכולם חיכו לו ! 
טווח נסיעה של 520 ק""מ 
כול התוספות על הרכב - גם אבזור וגם בטיחות - לא חסר דבר
עכשיו בזמינות מיידית בטויוטה רחובות.
רכב כמעט חדש פחות מ: 15,000 ק""מ.
לרכב כבר הותקן איתוראן + אגרת רישוי משולמת
אחריות מלאה על הרכב
כל הקודם זוכה !",https://www.yad2.co.il/vehicles/item/yivfafxd,טויוטה,204
41673411,0,נתניה,commercial,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2023-06-01,43000,2,2025-01-29,2025-03-26,2025-03-26,commercial,1.8179329226557153,23653.24,"אפשרות מימון 100% ללא מקדמה. התחייבות בבדיקה לפני קניה- במכון בדיקה שאתם תבחרו! בנוסף אופציה להחלפה (טרייד אין) לכל סוגי הרכבים. וגם התחייבות לטרייד אין עתידי אצלנו. חפשו אותנו בכל הרשתות: ביי אנד גו (כביש 2 נתניה) בנוסף קיים במלאי יותר מ150 רכבים חדשים ומשומשים בואו להתרשם! אז חייגו עוד היום לאחד מנציגי המכירות וקבלו הצעה אטרקטיבית ומשתלמת...
",https://www.yad2.co.il/vehicles/item/w4ek7rd1,טויוטה,218
67890015,207000,נתניה,commercial,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2024-06-01,0,0,2025-03-11,2025-03-26,2025-03-26,commercial,0.8158795345653662,0.0,"בס""ד

טויוטה BZ4-X החדשה 
רכב חשמלי מהממם ומפנק מאוד 
מבית היצור של טויוטה 
מערכות בטיחות מתקדמות ביותר 
אבזור עשיר מאוד 
218 כ""ס חשמלי מלא 
תווך נסיעה של 520 ק""מ 
רכב 4*4 חזק עוצמתי בטיחותי ומושלם למשפחות 

אפשרות מימון מלא מגיל 18 בלבד !!",https://www.yad2.co.il/vehicles/item/meelwiqh,טויוטה,218
89247185,0,חולון,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-01-01,1,2,2025-03-26,2025-03-26,2025-03-26,commercial,2.2313483915126624,0.45,"אפשרות טרייד אין כל סוגי הרכבים. אפשרויות מימון עד 80 אחוז ממחיר הרכב. להגיע אלינו רשמו בווייז רויאל קאר. מושבי עור ספורט מפוארים, מערכת מולטימדיה מתקדמת עם מסך מגע ""12.3, מערכת ניווט מובנית, חבילת בטיחות Toyota Safety Sense 3.0, מצלמות היקפיות 360, גג פנורמי, חישוקי סגסוגת ""20, טעינה אלחוטית לסמארטפון, כניסה והנעה ללא מפתח ועוד. חייגו ונשמח לעזור.
",https://www.yad2.co.il/vehicles/item/dldfsys9,טויוטה,204
54210483,0,אור יהודה,commercial,bZ4X,E-Motion חשמלי אוט׳ (201 כ״ס),2025-01-01,0,0,2023-03-29,2025-03-26,2025-03-26,commercial,0.2299794661190965,0.0,"electric lease מציגה את מהפכת הרכבים החשמליים בעסקת הליסינג הפרטי שמשאירה אבק לכולם !!! ההחזר החודשי הכי זול בשוק הרכב ! ליווי אישי ותפעול בכל הקשור לרכב שלך, כשלך נשאר רק ליהנות מרכב חדש 2023 ישירות מהניילון וליהנות מהדרך ! והשאר ' עלינו !
נסיעות מבחן בסניף למגוון דגמים. *חייגו עכשיו לפרטים נוספים",https://www.yad2.co.il/vehicles/item/qe4i4gcx,טויוטה,201
67042168,160000,באר שבע,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-02-01,35000,2,2025-01-09,2025-03-26,2025-03-26,commercial,2.1464750171115674,16305.8,"טויוטה, bZ4X, בצבע כסוף מטאלי, שנת 2023, 35000 ק""מ",https://www.yad2.co.il/vehicles/item/42d7bq2e,טויוטה,204
89946875,245000,חדרה,commercial,bZ4X,Supreme חשמלי אוט׳ (204 כ״ס),2025-01-01,0,0,2025-02-03,2025-03-26,2025-03-26,commercial,0.2299794661190965,0.0,BZ4X ייבוא מקביל הלקוח יירשם יד 00 פרטי קיימת במגוון רמות גימור אספקה מהירה מלאי מוגבל!!! אפשרות למימון מלא וטרייד אין זמין שלם וסע! KM-MOTORS מנאי 7 חדרה,https://www.yad2.co.il/vehicles/item/0oc8k1g5,טויוטה,204
89337155,218000,אשדות יעקב איחוד,commercial,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2024-02-01,3000,1,2025-01-23,2025-03-26,2025-03-26,commercial,1.1471594798083504,2615.16,"218 כ""ס, 4X4, וו גרירה, חיישני רוורס, מצלמת רוורס, מגנזיום, פנסי קסנון/לד, גג פנורמי כפול, תא מטען חשמלי, כיסאות חשמל, קיפול מראות חשמלי, מערכת מולטימדיה, מצלמות 360, מערכת סטייה מנתיב, מפתח חכם, נהג אוטומטי, חימום בכיסאות, מצלמת דרך, ועוד...
ישנן אפשרויות החלפה ומימון של 100% ללא כל מקדמה!",https://www.yad2.co.il/vehicles/item/pokay1tx,טויוטה,218
42336978,0,תל אביב יפו,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-03-01,51000,1,2024-12-26,2025-03-26,2025-03-26,commercial,2.0698151950718686,24639.88," ניתן לקבל עד 100% מימון, הדגם המפואר כולל כל התוספות במצב חדש.",https://www.yad2.co.il/vehicles/item/0wqn2tdy,טויוטה,204
76315776,199400,שוהם,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-02-01,40000,1,2025-03-23,2025-03-26,2025-03-26,private,2.1464750171115674,18635.2,"רכב חשמלי מבית טויטה, נקי לחלוטין, וו גרירה (שימש למתקן אופניים), נהיגה אוטונומית קרובה למושלמת, כ-400 ק""מ בטעינה מלאה",https://www.yad2.co.il/vehicles/item/u8ca1j21,טויוטה,204
72933767,205000,מודיעין מכבים רעות,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2024-03-01,28000,1,2025-01-15,2025-03-26,2025-03-26,private,1.0677618069815196,26223.08,"טויוטה חשמלית. אמינות, איכות, נוחות. קיבלתי רכב חברה וצריך להיפרד.ח'",https://www.yad2.co.il/vehicles/item/o4u23iv2,טויוטה,204
67588962,167500,נתניה,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-05-01,17500,1,2025-02-20,2025-03-26,2025-03-26,private,1.9028062970568105,9196.94,"רכב שמור כמו חדש
3 פאזות
מטופל במוסך מורשה יבואן טויוטא
עדיין באחריות יבואן
יש איתורן ,קודן,כל הקודם זוכה",https://www.yad2.co.il/vehicles/item/fk0iucx7,טויוטה,204
81602663,190000,רחובות,private,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2024-01-01,13000,1,2025-03-06,2025-03-26,2025-03-26,private,1.2320328542094456,10551.67,"טויוטה, bZ4X, בצבע לבן, שנת 2024, 12000 ק""מ",https://www.yad2.co.il/vehicles/item/4jll9dly,טויוטה,218
71770771,179000,מודיעין עילית,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2022-11-01,49000,1,2024-11-19,2025-03-25,2025-03-25,private,2.3983572895277208,20430.65,"אחלה רכב שבעולם. נוחות. אמינות. פינוק. כל מה שטויוטה יודעת לתת בחשמלי מטופל במורשה טויוטה (אוטופיה)
לא בשבת קודש",https://www.yad2.co.il/vehicles/item/dp7iej6t,טויוטה,204
82573070,198000,ירושלים,private,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2024-06-01,1200,1,2025-03-13,2025-03-25,2025-03-25,private,0.8158795345653662,1470.81,"הרכב חדש לחלוטין ובהזדמנות אמיתית, עדיין בניילונים. הגרסה הבכירה 4x4, רמת אבזור גבוהה ועם כל מערכות הבטיחות. נקנה עם 0 ק""מ מיבואן רשמי טויוטה. צבע לבן פנינה מטאלי. כולל איתוראן. נמכר בצער בשל חוסר שימוש. צריכים למכור ולכן גמישים במחיר",https://www.yad2.co.il/vehicles/item/vvs1s62w,טויוטה,218
44075353,205400,נתניה,private,bZ4X,4X2 Vision חשמלי אוט׳ 5 דל (204 כ״ס),2024-08-01,11000,1,2024-11-21,2025-03-25,2025-03-25,private,0.648870636550308,16952.53,"רכב חדש טווח ארוך של 500 ק""מ ומעלה.מפנק.מאובזר.חסכוני.",https://www.yad2.co.il/vehicles/item/zbf85deg,טויוטה,204
49972612,200000,ירושלים,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-02-01,27500,1,2025-03-25,2025-03-26,2025-03-25,private,2.1464750171115674,12811.7,"רכב שמור נהג יחיד   גבוה יפה מרשים  תוספות    וו גרירה    מצלמת דרך     גלגל ספיר שקניתי זה מגיע בלי  
   שטיח פלסטיק לתא מטען   טסט ל9 חודשים
החיסרון היחיד של רכבים אלו זה שלוקח יחסית הרבה זמן להטעין את זה בטעינה ביתית  בטעינה מהירה אין את הבעיה   אני רוצה 10000 שח פחות מהמחירון של יד 2
אני לא לחוץ למכור ",https://www.yad2.co.il/vehicles/item/dw221atu,טויוטה,204
53057330,219000,גדרה,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2024-04-01,9000,1,2025-03-02,2025-03-25,2025-03-25,private,0.9828884325804244,9156.69,"רכב שמור בקנאות, נמכר עקב התרחבות המשפחה. כולל תוספות עומדת טעינה על סך 3,240 ש""ח
עמדת טעינה חדשה מעולם לא נפתחה",https://www.yad2.co.il/vehicles/item/m13nkbs5,טויוטה,204
63425984,155000,ירושלים,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-05-01,75000,1,2024-11-11,2025-03-25,2025-03-25,private,1.9028062970568105,39415.47,"רכב חשמלי במצב מצויין כמו חדש , עם וו גרירה .  מאזור ירושלים ורמלה ",https://www.yad2.co.il/vehicles/item/auh5afvj,טויוטה,204
74953576,206000,אור עקיבא,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2024-05-01,15500,1,2025-03-14,2025-03-25,2025-03-25,private,0.9007529089664613,17207.83,מה יש להגיד אוטו מושלם מצב חדש מטופל בטויוטה עוד לא בן שנה עמדת טעינה חדשה ללא שימוש תוספת מגיני צד שמור בקנאות,https://www.yad2.co.il/vehicles/item/t8rpywmy,טויוטה,204
83163230,185000,ירושלים,private,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2024-05-01,20000,1,2025-03-24,2025-03-25,2025-03-24,private,0.9007529089664613,22203.65,"רכב מדהים אמין נוח וחסכוני במחיר מציאה לרגל רכב מהחברה. ב-185,000 ש""ח בלבד במקום 198,000 ש""ח אחרי שקלול. (המחירון המלא 218,000 ש""ח) חדש לחלוטין!!!",https://www.yad2.co.il/vehicles/item/m0aqzgvf,טויוטה,218
74888515,185000,הוד השרון,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-09-01,11000,1,2025-03-24,2025-03-25,2025-03-24,private,1.566050650239562,7024.04,רכב חדש שמור לא נסע כלל מגיע עם כבל הטענה ,https://www.yad2.co.il/vehicles/item/3e4n39em,טויוטה,204
45121067,193500,ראש העין,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2024-01-01,12100,2,2025-03-23,2025-03-24,2025-03-23,private,1.2320328542094456,9821.17,מציאה רכב בטיחותי מאוד מרווח מאוד נוח מאוד תוספות ב10000 שקל ללא תאונות מצב כמו חדש נמכר אך ורק בעקבות קניית שני רכבים במקום אחד מוטען בטעינה ביתית בלבד המחיר נמוך בגלל היד שניה כמו כן לא גמיש בשקל כל הקודם זוכה,https://www.yad2.co.il/vehicles/item/ohlfplpa,טויוטה,204
44867837,169000,בת ים,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-11-01,19000,2,2025-01-22,2025-03-23,2025-03-23,private,1.3990417522245038,13580.72,רכב שמור בחניון תת קרקעי-,https://www.yad2.co.il/vehicles/item/bh9b6efz,טויוטה,204
67452978,190000,תל מונד,private,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2023-01-01,30000,1,2025-03-20,2025-03-23,2025-03-23,private,2.2313483915126624,13444.79,Bz4x טויטה חשמלי רכב שמור יד ראשונה פרטי בעלים קודמים 00,https://www.yad2.co.il/vehicles/item/nw8jm8gq,טויוטה,218
42138411,170000,יאנוח ג'ת,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-02-01,31813,1,2025-02-09,2025-03-19,2025-03-19,private,2.1464750171115674,14821.04,"רכב שמור, נקי, ללא תאונות, נהגת יחידה
מוכן להחלפה",https://www.yad2.co.il/vehicles/item/yncsit7x,טויוטה,204
81308628,245000,כפר סבא,private,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2024-03-01,8500,1,2025-03-18,2025-03-19,2025-03-18,private,1.0677618069815196,7960.58,"החשמלית של טויוטה עם כל התוספות כולל וו גרירה והנעה 4x4, מתאים לטיולי שטח רך כולל מגנים וגג נפתח!",https://www.yad2.co.il/vehicles/item/7vf3b1p6,טויוטה,218
51836725,253000,טירה,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2024-06-01,6300,1,2025-02-28,2025-03-15,2025-03-15,private,0.8158795345653662,7721.73,"רכב מסוג טויוטה Bz4x ,חשמלי מלא עם טווח נסיעה של 502 מודל 2024 ,נסע רק 6300 ,נמכר עכב מעבר לרכב יותר זול,יש אפשרות להחלפה ברכב חשמלי מלא  (לא הברידי)
מבקש מחיר מחירון אחרי שקלול ,תוספת עליה לכביש ו 8% אחריות מקיפה",https://www.yad2.co.il/vehicles/item/qcp1vw66,טויוטה,204
55479210,210000,מודיעין עילית,private,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2024-06-01,0,1,2025-02-15,2025-03-13,2025-03-13,private,0.8158795345653662,0.0,"רכב חדש מהחברה, 0 ק''מ, טויוטא BZ4X חשמלית 4X4 רמת גימור VISION תלת פאזי,  שני מנועים, מערכת X MODE,  חישוקי מגנזיום, מעכת מולטי מדיה ענקית, בונוס, עמדת טעינה חדשה כלולה בעסקה.
מחיר מציאה - חבל לפספס",https://www.yad2.co.il/vehicles/item/7vmeakt9,טויוטה,218
58576210,187000,נס ציונה,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2024-04-01,17500,1,2025-03-12,2025-03-13,2025-03-12,private,0.9828884325804244,17804.67,חסכוני בטרוף!!,https://www.yad2.co.il/vehicles/item/nixuihet,טויוטה,204
48651115,185000,רחובות,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2022-12-01,17000,0,2023-03-26,2025-03-26,2025-03-26,solo,2.316221765913758,7339.54,"החשמלית החדשה של טויוטה BZ4X
 הרכב שכולם חיכו לו ! 
טווח נסיעה של 520 ק""מ 
כול התוספות על הרכב - גם אבזור וגם בטיחות - לא חסר דבר
עכשיו בזמינות מיידית בטויוטה רחובות.
רכב כמעט חדש פחות מ: 15,000 ק""מ.
לרכב כבר הותקן איתוראן + אגרת רישוי משולמת
אחריות מלאה על הרכב
כל הקודם זוכה !",https://www.yad2.co.il/vehicles/item/yivfafxd,טויוטה,204
41673411,0,נתניה,commercial,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2023-06-01,43000,2,2025-01-29,2025-03-26,2025-03-26,platinum,1.8179329226557153,23653.24,"אפשרות מימון 100% ללא מקדמה. התחייבות בבדיקה לפני קניה- במכון בדיקה שאתם תבחרו! בנוסף אופציה להחלפה (טרייד אין) לכל סוגי הרכבים. וגם התחייבות לטרייד אין עתידי אצלנו. חפשו אותנו בכל הרשתות: ביי אנד גו (כביש 2 נתניה) בנוסף קיים במלאי יותר מ150 רכבים חדשים ומשומשים בואו להתרשם! אז חייגו עוד היום לאחד מנציגי המכירות וקבלו הצעה אטרקטיבית ומשתלמת...
",https://www.yad2.co.il/vehicles/item/w4ek7rd1,טויוטה,218
67042168,160000,באר שבע,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-02-01,35000,2,2025-01-09,2025-03-26,2025-03-26,platinum,2.1464750171115674,16305.8,"טויוטה, bZ4X, בצבע כסוף מטאלי, שנת 2023, 35000 ק""מ",https://www.yad2.co.il/vehicles/item/42d7bq2e,טויוטה,204
42336978,0,תל אביב יפו,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-03-01,51000,1,2024-12-26,2025-03-26,2025-03-26,platinum,2.0698151950718686,24639.88," ניתן לקבל עד 100% מימון, הדגם המפואר כולל כל התוספות במצב חדש.",https://www.yad2.co.il/vehicles/item/0wqn2tdy,טויוטה,204
48492439,190000,עתלית,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-11-01,20000,1,2025-03-10,2025-03-11,2025-03-10,private,1.3990417522245038,14295.5,"יבואן רשמי, מטופל בחברה בלבד, בקרה אדפטיבית, חלון זכוכית בגג, מפואר ושמור ללא מכות / תאונות. ",https://www.yad2.co.il/vehicles/item/aye7l36v,טויוטה,204
47774481,199375,כפר סבא,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-08-01,70000,1,2025-02-21,2025-03-09,2025-03-09,private,1.6509240246406571,42400.5,"גג: פנורמי מלא
תאריך עלייה לכביש: אוגוסט 2023
 מצב: שמור בקפידה, יד ראשונה
 רכב חשמלי   חיסכון משמעותי בדלק

 רכב אמין, מאובזר ומפנק עם טכנולוגיה מתקדמת
 טווח נסיעה מעולה
 אחריות יצרן",https://www.yad2.co.il/vehicles/item/a40b203w,טויוטה,204
75601371,210000,אשדוד,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2024-04-01,13500,1,2025-03-07,2025-03-09,2025-03-09,private,0.9828884325804244,13735.03,"אוטו במצב חדש אין יותר מדי מה להגיד שמור ק""מ מצחיק נמכר עקב מעבר למשו אחר יש ריפודים על המושבים מהדק רוזן בתפירה אישית יש אחריות מורחבת מהחברה מחיר 215000
ימכר כולל עמדת טעינה שקיבלתי מטויוטה תלת פאזי טסט לשנה",https://www.yad2.co.il/vehicles/item/n88uroxo,טויוטה,204
82762572,0,מעלות תרשיחא,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-06-01,16000,1,2024-12-15,2025-03-08,2025-03-08,private,1.8179329226557153,8801.2,"יד ראשונה שמורה, במצב כי חדש ללא תאונות  
מחירון, אפשר לדבר על מחיר לרציניים בלבד
+גלגל חלופי+עמדת טעינה",https://www.yad2.co.il/vehicles/item/i1d4tdtd,טויוטה,204
82975041,201000,פתח תקווה,private,bZ4X,Comfort חשמלי אוט׳ 5 דל (204 כ״ס),2023-03-01,24000,1,2025-02-05,2025-03-07,2025-03-07,private,2.0698151950718686,11595.24,"טויוטה, bZ4X, בצבע כסוף מטאלי, שנת 2023, 24000 ק""מ",https://www.yad2.co.il/vehicles/item/du8b61d0,טויוטה,204
87564622,186000,קרית מוצקין,private,bZ4X,Comfort חשמלי אוט׳ 5 דל (204 כ״ס),2023-12-01,7300,1,2025-02-02,2025-03-04,2025-03-04,private,1.3169062286105406,5543.3,רכב חדש מושקע בננו תאורת אווירה מגיני רוח מגיני צד לא נסע בכלל שמור מאוד עדיין באחריות נימכר עקב מעבר כל הקודם זוכה פרטית,https://www.yad2.co.il/vehicles/item/cucw7iqh,טויוטה,204
55707288,228000,דאלית אל כרמל,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2024-04-01,8000,1,2025-01-09,2025-02-27,2025-02-27,private,0.9828884325804244,8139.28,"רכב חדש לגמרי, שמור ונקי מאוד, מומלץ בחום!!! הרבה תוספות. פרטים נוספים בטלפון",https://www.yad2.co.il/vehicles/item/dtzuho88,טויוטה,204
85087859,0,שדי חמד,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-09-01,30000,1,2025-02-16,2025-02-17,2025-02-16,private,1.566050650239562,19156.47,"טויוטה, bZ4X, בצבע כסוף מטאלי, שנת 2023, 30000 ק""מ",https://www.yad2.co.il/vehicles/item/n6b6wk0f,טויוטה,204
62793414,190000,שדי חמד,private,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-09-01,30000,1,2025-02-16,2025-02-17,2025-02-16,private,1.566050650239562,19156.47,"רכב חדש יד ראשונה שמור מאוד ללא תאונות.
לפרטים להתקשר למספר בהודעה",https://www.yad2.co.il/vehicles/item/igciiv8f,טויוטה,204
48651115,185000,רחובות,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2022-12-01,17000,0,2023-03-26,2025-03-26,2025-03-26,solo,2.316221765913758,7339.54,"החשמלית החדשה של טויוטה BZ4X
 הרכב שכולם חיכו לו ! 
טווח נסיעה של 520 ק""מ 
כול התוספות על הרכב - גם אבזור וגם בטיחות - לא חסר דבר
עכשיו בזמינות מיידית בטויוטה רחובות.
רכב כמעט חדש פחות מ: 15,000 ק""מ.
לרכב כבר הותקן איתוראן + אגרת רישוי משולמת
אחריות מלאה על הרכב
כל הקודם זוכה !",https://www.yad2.co.il/vehicles/item/yivfafxd,טויוטה,204
67042168,160000,באר שבע,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-02-01,35000,2,2025-01-09,2025-03-26,2025-03-26,platinum,2.1464750171115674,16305.8,"טויוטה, bZ4X, בצבע כסוף מטאלי, שנת 2023, 35000 ק""מ",https://www.yad2.co.il/vehicles/item/42d7bq2e,טויוטה,204
61133228,175000,קרית עקרון,commercial,bZ4X,Motion חשמלי אוט׳ (204 כ״ס),2023-06-01,57000,1,2025-02-18,2025-03-26,2025-03-26,platinum,1.8179329226557153,31354.29,טויוטה דגם MOTION מפואר כולל ריפודי עור משולב חשמליים כולל חימום מושבים פנסי לד וקסנון כוונון דוושות לוח שעונים קוקפיט מפתח חכם פתיחה סגירה והנעה ללא מפתח מצלמות היקפיות שליטה מלאה מגלגל ההגה כל מערכות הבטיחות המתקדמות מערכת שמע משודרגת רכב מטופל רק במורשה טויוטה ועוד אפשרות 100 אחוז מימון ואפשרות החלפה לא בשבת!,https://www.yad2.co.il/vehicles/item/jnbdl3jr,טויוטה,204
89337155,218000,אשדות יעקב איחוד,commercial,bZ4X,4X4 Vision חשמלי אוט׳ 5 דל (218 כ״ס),2024-02-01,3000,1,2025-01-23,2025-03-26,2025-03-26,platinum,1.1471594798083504,2615.16,"218 כ""ס, 4X4, וו גרירה, חיישני רוורס, מצלמת רוורס, מגנזיום, פנסי קסנון/לד, גג פנורמי כפול, תא מטען חשמלי, כיסאות חשמל, קיפול מראות חשמלי, מערכת מולטימדיה, מצלמות 360, מערכת סטייה מנתיב, מפתח חכם, נהג אוטומטי, חימום בכיסאות, מצלמת דרך, ועוד...
ישנן אפשרויות החלפה ומימון של 100% ללא כל מקדמה!",https://www.yad2.co.il/vehicles/item/pokay1tx,טויוטה,218
